Track,Racer,Rank,Ghost,Status
C1,Fdzierva,1,0,
C1,"Ben Snel",2,0,
C1,"Zak McKracken",3,0,
C1,Trx,4,0,
C1,KHR,5,0,
C1,JTK,6,0,
C1,Petmorgo,7,0,
C1,Charles,8,0,
C1,PCK,9,0,
C2,Fdzierva,1,0,
C2,"Zak McKracken",2,0,
C2,"Ben Snel",3,0,
C2,"Roy Wiegerinck",4,0,
C2,"Thijs Wiegerinck",5,0,
C2,"Bonzai Joe",6,0,
C2,KHR,7,0,
C2,JTK,8,0,
C2,Trx,9,0,
C2,Adam,10,0,
C2,Petmorgo,11,0,
C3,"Roy Wiegerinck",1,0,
C3,"Bonzai Joe",2,0,
C3,"Ben Snel",3,0,
C3,"Zak McKracken",4,0,
C3,Petmorgo,5,0,
C3,KHR,6,0,
C3,"Hot Shot",7,0,
C4,"Roy Wiegerinck",1,0,
C4,"Ben Snel",2,0,
C4,"Bonzai Joe",2,0,
C4,"Zak McKracken",4,0,
C4,KHR,5,0,
C4,JTK,6,0,
C4,"The Never Sleeping",7,0,
C4,"Unknown Racer 1",8,0,
C5,"Roy Wiegerinck",1,0,
C5,"Zak McKracken",2,0,
C5,"Ben Snel",3,0,
C5,"Sylvain Chabert",4,0,
C5,Nathan,5,0,
C5,Trx,6,0,
C5,KHR,7,0,
C6,"Roy Wiegerinck",1,0,
C6,"Sylvain Chabert",2,0,
C6,Argammon,3,0,
C6,Gus,4,0,
C6,"Zak McKracken",5,0,
C6,"Paulo Ribeiro",6,0,
C6,"Ben Snel",7,0,
C6,Brambi,8,0,
C6,Trx,9,0,
C6,Nick,10,0,
C7,"Roy Wiegerinck",1,0,
C7,"Zak McKracken",2,0,
C7,"Paulo Ribeiro",3,0,
C7,"Ben Snel",4,0,
C7,Argammon,5,0,
C7,Ravager,6,0,
C7,Tangent,7,0,
C7,Trx,8,0,
C7,Idiot,9,0,
C8,"Roy Wiegerinck",1,0,
C8,Bismarck,2,0,
C8,"Ben Snel",3,0,
C8,"Bonzai Joe",4,0,
C8,"Zak McKracken",5,0,
C8,Iribaar,6,0,
C8,Idiot,7,0,
C8,"Paulo Ribeiro",8,0,
C8,Trx,9,0,
C9,Bismarck,1,0,
C9,Argammon,2,0,
C9,"Bonzai Joe",3,0,
C9,"Ben Snel",4,0,
C9,"Zak McKracken",5,0,
C9,Juank_23,6,0,
C9,"Paulo Ribeiro",7,0,
C9,Idiot,8,0,
C9,Trx,9,0,
C9,Iribaar,10,0,
C10,Argammon,1,0,
C10,"Roy Wiegerinck",2,0,
C10,Bismarck,3,0,
C10,Usrin,4,0,
C10,"Bonzai Joe",5,0,
C10,"Pershing II",6,0,
C10,"Ben Snel",7,0,
C10,Dario,8,0,
C10,"Zak McKracken",9,0,
C10,"Skid Vicious",10,1,
C10,J-J,11,0,
C10,Juank_23,12,0,
C10,Ravager,13,0,
C10,Idiot,14,0,
C10,"Herr Otto Partz",15,1,
C10,Trx,16,0,
C10,"Joe Stallin",17,1,
C10,"Helen Wheels",18,1,
C10,"Bernie Rubber",19,1,
C10,"Cherry Chassis",20,1,
C11,"Roy Wiegerinck",1,0,
C11,"Bonzai Joe",2,0,
C11,"Pershing II",3,0,
C11,Argammon,4,0,
C11,Bismarck,5,0,
C11,"Ben Snel",6,0,
C11,Dario,7,0,
C11,Usrin,8,0,
C11,Juank_23,9,0,
C11,"Zak McKracken",10,0,
C11,"Rui Figueiredo",11,0,
C11,Roberto,12,0,
C11,"Skid Vicious",13,1,
C11,"Herr Otto Partz",14,1,
C11,"Helen Wheels",15,1,
C11,"Joe Stallin",16,1,
C11,"Cherry Chassis",17,1,
C11,"Bernie Rubber",18,1,
C12,"Roy Wiegerinck",1,0,
C12,Argammon,2,0,
C12,"Bonzai Joe",3,0,
C12,"Ben Snel",4,0,
C12,Usrin,5,0,
C12,"Akoss Poo",6,0,
C12,Bismarck,7,0,
C12,"Pershing II",8,0,
C12,Dario,9,0,
C12,"Fred Merc",10,0,
C12,"Judge Greg",11,0,
C12,"Skid Vicious",12,1,
C12,"Helen Wheels",13,1,
C12,"Joe Stallin",14,1,
C12,"Zak McKracken",15,0,
C12,Eszter,16,0,
C12,"Herr Otto Partz",17,1,
C12,"Cordi MontSerrat",18,0,
C12,Roberto,19,0,
C12,Charles,20,0,
C12,"Cherry Chassis",21,1,
C12,"Bernie Rubber",22,1,
C13,"Bonzai Joe",1,0,
C13,"Roy Wiegerinck",2,0,
C13,"Pershing II",3,0,
C13,"Akoss Poo",4,0,
C13,"Ben Snel",5,0,
C13,Usrin,6,0,
C13,Bismarck,7,0,
C13,"Zak McKracken",8,0,
C13,CTG,9,0,
C13,"Cordi MontSerrat",10,0,
C13,"Ukyo Katayama",11,1,
C13,Eszter,12,0,
C13,"Short Cutfinder",13,1,
C14,"Roy Wiegerinck",1,0,
C14,"Ben Snel",2,0,
C14,"Bonzai Joe",3,0,
C14,Bismarck,4,0,
C14,"Alan Rotoi",5,0,
C14,Usrin,6,0,
C14,"Akoss Poo",7,0,
C14,"Zak McKracken",7,0,
C14,CTG,9,0,
C14,"Pershing II",10,0,
C14,"Cordi MontSerrat",11,0,
C14,Juank_23,12,0,
C14,"Ukyo Katayama",13,1,
C14,Mingva,14,0,
C14,"Skid Vicious",15,1,
C14,"Herr Otto Partz",16,1,
C14,"Eddie Brother",17,0,
C14,"Helen Wheels",18,1,
C14,"Joe Stallin",19,1,
C14,Eszter,20,0,
C14,"Bernie Rubber",21,1,
C14,"Peter Szabo",22,0,
C14,"Cherry Chassis",23,1,
C14,SDK,24,0,
P1,"Roy Wiegerinck",1,0,
P1,"Bonzai Joe",2,0,
P1,Mingva,3,0,
P1,"Alan Rotoi",4,0,
P1,"Pershing II",5,0,
P1,Alain,6,0,
P1,"Ben Snel",7,0,
P1,Usrin,8,0,
P1,"Akoss Poo",9,0,
P1,"Eddie Brother",10,0,
P1,CTG,11,0,
P1,"Zak McKracken",12,0,
C15,"Roy Wiegerinck",1,0,
C15,"Bonzai Joe",2,0,
C15,"Alan Rotoi",3,0,
C15,"Akoss Poo",4,0,
C15,Bismarck,5,0,
C15,Usrin,6,0,
C15,"Ben Snel",7,0,
C15,CTG,8,0,
C15,Alain,9,0,
C15,Mingva,10,0,
C15,"Pershing II",11,0,
C15,"Ukyo Katayama",12,1,
C15,"Zak McKracken",13,0,
C15,Juank_23,14,0,
C15,"Eddie Brother",15,0,
C15,"Judge Greg",16,0,
P2,Mingva,1,0,
P2,"Alan Rotoi",2,0,
P2,Alain,3,0,
P2,"Akoss Poo",4,0,
P2,Usrin,4,0,
P2,Bismarck,6,0,
P2,"Roy Wiegerinck",7,0,
P2,"Judge Greg",8,0,
P2,CTG,9,0,
C16,"Alan Rotoi",1,0,
C16,Alain,2,0,
C16,"Bonzai Joe",3,0,
C16,"Akoss Poo",4,0,
C16,Mingva,5,0,
C16,"Roy Wiegerinck",6,0,
C16,Bismarck,7,0,
C16,"Zak McKracken",8,0,
C16,"Krys TOFF",9,0,
C16,"Eddie Brother",10,0,
C16,Usrin,11,0,
C16,"Ben Snel",12,0,
C16,"Rui Figueiredo",13,0,
C16,"Judge Greg",14,0,
C16,S@mpi,15,0,
C16,"Evair E. Monenegro",16,0,
P3,Usrin,1,0,
P3,"Akoss Poo",2,0,
P3,Alain,3,0,
P3,Mingva,4,0,
P3,"Krys TOFF",5,0,
P3,"Alan Rotoi",6,0,
P3,"Bonzai Joe",7,0,
P3,CMG,8,0,
P3,"Zak McKracken",9,0,
P3,"Eddie Brother",10,0,
P3,LQR,11,0,
P3,S@mpi,12,0,
C17,"Alan Rotoi",1,0,
C17,"Bonzai Joe",2,0,
C17,"Zak McKracken",3,0,
C17,"Roy Wiegerinck",4,0,
C17,"Akoss Poo",5,0,
C17,Alain,6,0,
C17,LQR,7,0,
C17,Mingva,8,0,
C17,Usrin,9,0,
C17,"Ben Snel",9,0,
C17,"Krys TOFF",11,0,
C17,"Rui Figueiredo",12,0,
C17,CMG,13,0,
C17,"Skid Vicious",14,1,
C17,"Herr Otto Partz",15,1,
C17,"Shoegazing Leo",16,0,
C17,"Joe Stallin",17,1,
C17,"Helen Wheels",17,1,
C17,Dave,19,0,
C17,S@mpi,20,0,
C17,"Bernie Rubber",21,1,
C17,"Cherry Chassis",22,1,
C18,"Alan Rotoi",1,0,
C18,Alain,2,0,
C18,"Bonzai Joe",3,0,
C18,"Ben Snel",4,0,
C18,"Zak McKracken",5,0,
C18,Mingva,6,0,
C18,"Roy Wiegerinck",7,0,
C18,CTG,8,0,
C18,"Bolo Yeung",9,1,
C18,Usrin,10,0,
C18,"Krys TOFF",11,0,
C18,"Ukyo Katayama",12,1,
C18,"Shoegazing Leo",13,0,
C18,"Andre Geo",14,0,
C19,"Bonzai Joe",1,0,
C19,"Alan Rotoi",2,0,
C19,Argammon,3,0,
C19,"Zak McKracken",3,0,
C19,Alain,5,0,
C19,Mingva,6,0,
C19,"Akoss Poo",7,0,
C19,"Krys TOFF",8,0,
C19,"Ben Snel",9,0,
C19,CTG,10,0,
C19,Usrin,11,0,
C19,"Ukyo Katayama",12,1,
C19,"Bolo Yeung",13,1,
C19,"Andre Geo",14,0,
C19,"Shoegazing Leo",15,0,
C19,"Neil McRae",16,0,
C19,Szabee,17,0,
C19,Vlad,18,0,
C20,"Bonzai Joe",1,0,
C20,"Alan Rotoi",2,0,
C20,Alain,3,0,
C20,"Akoss Poo",4,0,
C20,"Zak McKracken",5,0,
C20,Usrin,5,0,
C20,"Krys TOFF",7,0,
C20,Mingva,8,0,
C20,CTG,9,0,
C20,"Bolo Yeung",10,1,
C20,"Shoegazing Leo",11,0,
C20,"Andre Geo",12,0,
C20,Manowar,13,0,
C20,Vlad,14,0,
C20,Koenovic,15,0,
C21,"Bonzai Joe",1,0,
C21,"Alan Rotoi",2,0,
C21,"Akoss Poo",3,0,
C21,Argammon,4,0,
C21,"Krys TOFF",5,0,
C21,"Zak McKracken",6,0,
C21,Alain,7,0,
C21,CTG,8,0,
C21,Mingva,9,0,
C21,Bismarck,10,0,
C21,PedroAntonio,11,0,
C21,Usrin,12,0,
C21,"Andre Geo",13,0,
C21,LQR,14,0,
C21,Dayan,15,0,
C21,Rudo,16,0,
C21,Doelloos,17,0,
C21,"Shoegazing Leo",18,0,
C21,A.J.,19,0,
C21,XDude_NL,20,0,
C21,"Eric Rucker",21,0,
C21,Koenovic,22,0,
C22,"Alan Rotoi",1,0,
C22,"Bonzai Joe",2,0,
C22,Alain,3,0,
C22,"Akoss Poo",3,0,
C22,Argammon,5,0,
C22,"Zak McKracken",6,0,
C22,CTG,7,0,
C22,XDude_NL,8,0,
C22,Mingva,9,0,
C22,Doelloos,10,0,
C22,Usrin,11,0,
C22,"Krys TOFF",12,0,
C22,Dayan,13,0,
C22,Rudo,14,0,
C22,Bismarck,15,0,
C22,"Shoegazing Leo",16,0,
C22,PedroAntonio,17,0,
C22,"Norbert Schneider",18,0,
C23,"Bonzai Joe",1,0,
C23,Argammon,2,0,
C23,"Akoss Poo",3,0,
C23,XDude_NL,4,0,
C23,Doelloos,5,0,
C23,Icecube,6,0,
C23,Mingva,7,0,
C23,"Zak McKracken",8,0,
C23,Usrin,9,0,
C23,"Alan Rotoi",10,0,
C23,"Krys TOFF",11,0,
C23,CTG,12,0,
C23,PedroAntonio,13,0,
C23,"Shoegazing Leo",14,0,
C23,"Daffy Duck",15,0,
C23,"Tweety Bird",16,0,
C24,Argammon,1,0,
C24,Alain,2,0,
C24,"Alan Rotoi",3,0,
C24,"Akoss Poo",4,0,
C24,"Krys TOFF",5,0,
C24,"Bonzai Joe",6,0,
C24,Usrin,7,0,
C24,CTG,7,0,
C24,"Zak McKracken",9,0,
C24,Mingva,10,0,
C24,XDude_NL,11,0,
C24,Doelloos,12,0,
C24,"Shoegazing Leo",13,0,
C24,"Neil McRae",14,0,
C24,"Daffy Duck",15,0,
C24,"Tweety Bird",16,0,
C25,"Bonzai Joe",1,0,
C25,Alain,2,0,
C25,"Akoss Poo",3,0,
C25,CTG,4,0,
C25,"Bolo Yeung",5,1,
C25,Usrin,6,0,
C25,"Krys TOFF",7,0,
C25,"Zak McKracken",8,0,
C25,Myron,9,0,
C25,"Shoegazing Leo",10,0,
C25,Mingva,11,0,
C25,Lupuszka,12,0,
C25,JTK,13,0,
C25,"Neil McRae",14,0,
C25,"Tweety Bird",15,0,
C25,"Daffy Duck",16,0,
C26,Alain,1,0,
C26,"Akoss Poo",2,0,
C26,"Alan Rotoi",3,0,
C26,"Bonzai Joe",4,0,
C26,CTG,5,0,
C26,"Krys TOFF",6,0,
C26,Usrin,7,0,
C26,"Zak McKracken",8,0,
C26,XDude_NL,9,0,
C26,Doelloos,10,0,
C26,Argammon,11,0,
C26,Mingva,12,0,
C26,Myron,13,0,
C26,"Shoegazing Leo",14,0,
C26,Böbszlee,15,0,
C26,Dabuek,16,0,
C26,JTK,17,0,
C26,"Neil McRae",18,0,
C26,"Daffy Duck",19,0,
C26,"Tweety Bird",20,0,
C26,Schila,21,0,
C27,Alain,1,0,
C27,"Akoss Poo",2,0,
C27,XDude_NL,3,0,
C27,Myron,4,0,
C27,Doelloos,5,0,
C27,"Bonzai Joe",6,0,
C27,CTG,7,0,
C27,"Zak McKracken",8,0,
C27,Usrin,9,0,
C27,"Krys TOFF",10,0,
C27,satanziege,11,0,
C27,"Vasilij Orlov",12,0,
C27,Dabuek,13,0,
C27,"Shoegazing Leo",14,0,
C27,Böbszlee,15,0,
C27,JTK,16,0,
C27,Schila,17,0,
C27,"Neil McRae",18,0,
C27,"Daffy Duck",19,0,
C27,"Tweety Bird",20,0,
C28,Alain,1,0,
C28,"Akoss Poo",2,0,
C28,XDude_NL,3,0,
C28,Usrin,4,0,
C28,Doelloos,5,0,
C28,"Bonzai Joe",6,0,
C28,"Zak McKracken",7,0,
C28,"Alan Rotoi",8,0,
C28,satanziege,9,0,
C28,"Krys TOFF",10,0,
C28,"Fernando Brito",11,0,
C28,Dabuek,12,0,
C28,"Shoegazing Leo",13,0,
C28,"Vasilij Orlov",14,0,
C28,JTK,15,0,
C28,Schila,16,0,
C29,Alain,1,0,
C29,Argammon,1,0,
C29,"Krys TOFF",3,0,
C29,Mingva,4,0,
C29,"Akoss Poo",5,0,
C29,"Fernando Brito",6,0,
C29,"Zak McKracken",7,0,
C29,Usrin,8,0,
C29,"Bonzai Joe",9,0,
C29,satanziege,10,0,
C29,"Alan Rotoi",11,0,
C29,XDude_NL,12,0,
C29,Mushi,13,0,
C29,"Shoegazing Leo",14,0,
C29,Ranger,15,0,
C29,JTK,16,0,
C29,"Neil McRae",17,0,
C29,Dabuek,18,0,
C29,KHR,19,0,
C30,"Bonzai Joe",1,0,
C30,Alain,2,0,
C30,"Akoss Poo",3,0,
C30,Usrin,4,0,
C30,"Zak McKracken",5,0,
C30,"Krys TOFF",6,0,
C30,Mingva,7,0,
C30,satanziege,8,0,
C30,"Fernando Brito",9,0,
C30,XDude_NL,10,0,
C30,THORGAL,11,0,
C30,"Kert Rift",12,0,
C30,"Shoegazing Leo",13,0,
C30,Mushi,14,0,
C30,Ranger,15,0,
C30,KHR,16,0,
C30,JTK,17,0,
C30,"Daffy Duck",18,0,
C30,"Tweety Bird",19,0,
C31,Alain,1,0,
C31,Argammon,2,0,
C31,"Akoss Poo",3,0,
C31,Mingva,4,0,
C31,CTG,5,0,
C31,"Krys TOFF",6,0,
C31,"Zak McKracken",7,0,
C31,"Bonzai Joe",8,0,
C31,satanziege,9,0,
C31,"Fernando Brito",10,0,
C31,Ranger,11,0,
C31,XDude_NL,12,0,
C31,Floflo81,13,0,
C31,Looger,14,0,
C31,"Shoegazing Leo",15,0,
C31,JTK,16,0,
C32,Mingva,1,0,
C32,Alain,2,0,
C32,Argammon,3,0,
C32,"Bonzai Joe",4,0,
C32,"Krys TOFF",5,0,
C32,"Zak McKracken",6,0,
C32,"Akoss Poo",7,0,
C32,CTG,8,0,
C32,"Fernando Brito",9,0,
C32,Guga,10,0,
C32,Nigno,11,0,
C32,satanziege,12,0,
C32,Floflo81,13,0,
C32,Ranger,14,0,
C32,"Shoegazing Leo",15,0,
C32,JTK,16,0,
C32,"Daffy Duck",17,0,
C32,"Tweety Bird",18,0,
C33,Argammon,1,0,
C33,"Bonzai Joe",2,0,
C33,"Akoss Poo",3,0,
C33,Mingva,4,0,
C33,CTG,5,0,
C33,"Zak McKracken",6,0,
C33,"Krys TOFF",7,0,
C33,Usrin,8,0,
C33,Guga,9,0,
C33,satanziege,10,0,
C33,Alain,11,0,
C33,Gutix,12,0,
C33,Ranger,13,0,
C33,"Shoegazing Leo",14,0,
C34,Argammon,1,0,
C34,CTG,2,0,
C34,"Akoss Poo",3,0,
C34,"Zak McKracken",4,0,
C34,Alain,5,0,
C34,Gutix,6,0,
C34,"Bonzai Joe",7,0,
C34,"Alan Rotoi",8,0,
C34,"Krys TOFF",9,0,
C34,Usrin,10,0,
C34,satanziege,11,0,
C34,DieselJoe,12,0,
C34,Mingva,13,0,
C34,Guga,14,0,
C34,caesar,15,0,
C34,"Shoegazing Leo",16,0,
C34,"Ford Perfect",17,0,
C34,"Daffy Duck",18,0,
C34,"Tweety Bird",19,0,
C34,Lupuszka,20,0,
C34,Ranger,21,0,
C35,Argammon,1,0,
C35,Alain,2,0,
C35,Mingva,3,0,
C35,"Akoss Poo",4,0,
C35,CTG,5,0,
C35,Gutix,6,0,
C35,"Bonzai Joe",7,0,
C35,"Alan Rotoi",8,0,
C35,Usrin,9,0,
C35,"Zak McKracken",10,0,
C35,DarkChaser,11,0,
C35,satanziege,12,0,
C35,"Shoegazing Leo",13,0,
C35,caesar,14,0,
C35,Guga,15,0,
C35,DieselJoe,16,0,
C35,"Krys TOFF",17,0,
C35,JTK,18,0,
C35,"Tweety Bird",19,0,
C36,Gutix,1,0,
C36,CTG,2,0,
C36,"Akoss Poo",3,0,
C36,"Bonzai Joe",4,0,
C36,"Alan Rotoi",5,0,
C36,Usrin,6,0,
C36,"Krys TOFF",7,0,
C36,"Zak McKracken",8,0,
C36,DarkChaser,9,0,
C36,DieselJoe,10,0,
C36,Mingva,11,0,
C36,Alain,12,0,
C36,satanziege,13,0,
C36,"Shoegazing Leo",14,0,
C36,Guga,15,0,
C37,Gutix,1,0,
C37,"Akoss Poo",2,0,
C37,CTG,3,0,
C37,"Krys TOFF",4,0,
C37,Usrin,5,0,
C37,Argammon,6,0,
C37,"Bonzai Joe",7,0,
C37,"Zak McKracken",8,0,
C37,Alain,9,0,
C37,DarkChaser,10,0,
C37,satanziege,11,0,
C37,"Shoegazing Leo",12,0,
C37,CM,13,0,
C38,Gutix,1,0,
C38,"Akoss Poo",2,0,
C38,CTG,3,0,
C38,"Bonzai Joe",4,0,
C38,Argammon,5,0,
C38,Mingva,6,0,
C38,"Krys TOFF",7,0,
C38,"Zak McKracken",8,0,
C38,"Alan Rotoi",9,0,
C38,Usrin,10,0,
C38,DarkChaser,11,0,
C38,satanziege,12,0,
C38,"Shoegazing Leo",13,0,
C39,Alain,1,0,
C39,"Bonzai Joe",2,0,
C39,Gutix,3,0,
C39,Mingva,4,0,
C39,"Akoss Poo",5,0,
C39,Usrin,6,0,
C39,CTG,7,0,
C39,"Krys TOFF",8,0,
C39,"Zak McKracken",9,0,
C39,"Alan Rotoi",10,0,
C39,DarkChaser,11,0,
C39,satanziege,12,0,
C39,DieselJoe,13,0,
C39,Mr.Hiccup,14,0,
C39,"Shoegazing Leo",15,0,
C39,lise,16,0,EX1
C40,Alain,1,0,
C40,Gutix,2,0,
C40,"Akoss Poo",3,0,
C40,CTG,4,0,
C40,"Zak McKracken",5,0,
C40,"Bonzai Joe",6,0,
C40,"Krys TOFF",7,0,
C40,Mingva,8,0,
C40,satanziege,9,0,
C40,DarkChaser,10,0,
C40,"Alan Rotoi",11,0,
C40,DieselJoe,12,0,
C40,TurboJack,13,0,
C40,"Shoegazing Leo",14,0,
C40,DiegoSM,15,0,
C40,Cyberman,16,0,
C40,Orgona,17,0,
C41,Gutix,1,0,
C41,"Akoss Poo",2,0,
C41,Alain,3,0,
C41,"Bonzai Joe",4,0,
C41,Usrin,5,0,
C41,"Alan Rotoi",6,0,
C41,"Krys TOFF",7,0,
C41,CTG,8,0,
C41,DieselJoe,9,0,
C41,"Zak McKracken",10,0,
C41,satanziege,11,0,
C41,DarkChaser,12,0,
C41,TurboJack,13,0,
C41,"Shoegazing Leo",14,0,
C41,Mr.Hiccup,15,0,
C41,Cyberman,16,0,
C41,Trx,17,0,
C42,"Bonzai Joe",1,0,
C42,"Alan Rotoi",2,0,
C42,"Akoss Poo",3,0,
C42,Gutix,4,0,
C42,Usrin,5,0,
C42,"Krys TOFF",6,0,
C42,DarkChaser,7,0,
C42,DieselJoe,8,0,
C42,"Zak McKracken",9,0,
C42,Alain,10,0,
C42,satanziege,11,0,
C42,"Shoegazing Leo",12,0,
C42,lise,13,0,
C42,Dinmor,14,0,
C42,KHR,15,0,
C42,DarkLady,16,0,
C42,JTK,17,0,
C43,Gutix,1,0,
C43,"Akoss Poo",2,0,
C43,Mingva,3,0,
C43,"Bonzai Joe",4,0,
C43,"Zak McKracken",5,0,
C43,"Alan Rotoi",6,0,
C43,DarkChaser,7,0,
C43,CTG,8,0,
C43,Usrin,9,0,
C43,"Krys TOFF",10,0,
C43,DieselJoe,10,0,
C43,satanziege,12,0,
C43,phoxetis,13,0,
C43,lise,14,0,
C43,Dinmor,15,0,
C43,"Shoegazing Leo",16,0,
C44,Gutix,1,0,
C44,"Bonzai Joe",2,0,
C44,CTG,3,0,
C44,"Akoss Poo",4,0,
C44,"Alan Rotoi",5,0,
C44,"Krys TOFF",6,0,
C44,DieselJoe,7,0,
C44,"Zak McKracken",7,0,
C44,Usrin,9,0,
C44,Mingva,10,0,
C44,DarkChaser,11,0,
C44,satanziege,12,0,
C44,lise,13,0,
C44,Alain,14,0,
C45,CTG,1,0,
C45,"Akoss Poo",2,0,
C45,Gutix,3,0,
C45,Usrin,4,0,
C45,"Bonzai Joe",5,0,
C45,DieselJoe,6,0,
C45,"Krys TOFF",7,0,
C45,Mingva,8,0,
C45,DarkChaser,9,0,
C45,"Zak McKracken",10,0,
C45,"Alan Rotoi",11,0,
C45,Alain,12,0,
C45,satanziege,13,0,
C45,caesar,14,0,
C45,"Blind Ryan",15,0,
C46,Gutix,1,0,
C46,"Alan Rotoi",2,0,
C46,"Bonzai Joe",3,0,
C46,Alain,4,0,
C46,Argammon,5,0,
C46,CTG,6,0,
C46,"Zak McKracken",7,0,
C46,Usrin,8,0,
C46,"Krys TOFF",9,0,
C46,DarkChaser,10,0,
C46,DieselJoe,11,0,
C46,Dottore,12,1,
C46,"Shoegazing Leo",13,0,
C46,AbuRaf70,14,0,
C46,Ranger,15,0,
C46,Dinmor,16,0,
C46,caesar,17,0,
C46,satanziege,18,0,
C46,offthewall,19,0,
C46,"Tweety Bird",20,0,
C47,"Alan Rotoi",1,0,
C47,Argammon,2,0,
C47,Alain,3,0,
C47,Gutix,4,0,
C47,"Bonzai Joe",5,0,
C47,CTG,6,0,
C47,DarkChaser,7,0,
C47,"Zak McKracken",8,0,
C47,DieselJoe,9,0,
C47,"Akoss Poo",10,0,
C47,"Krys TOFF",11,0,
C47,Paleke,12,0,
C47,AbuRaf70,13,0,
C47,"Shoegazing Leo",14,0,
C47,"Stunts GrimReaper",15,0,
C47,Dinmor,16,0,
C47,lise,17,0,
C47,offthewall,18,0,
C47,"N. Oliveira",19,0,
C47,NicoPelu,20,0,DSQ
C48,CTG,1,0,
C48,"Bonzai Joe",2,0,
C48,Alain,3,0,
C48,Argammon,4,0,
C48,Ayrton,5,0,
C48,DarkChaser,6,0,
C48,"Krys TOFF",7,0,
C48,"Zak McKracken",8,0,
C48,"Alan Rotoi",9,0,
C48,Dottore,10,1,
C48,DieselJoe,11,0,
C48,Usrin,12,0,
C48,satanziege,13,0,
C48,Paleke,14,0,
C48,AbuRaf70,15,0,
C48,"Shoegazing Leo",16,0,
C48,Jufictus,17,0,
C48,Umberto,18,0,
C48,lise,19,0,
C48,Dinmor,20,0,
C48,NicoPelu,21,0,
C48,Chulk,22,0,DSQ
C49,CTG,1,0,
C49,Gutix,2,0,
C49,Ayrton,3,0,
C49,Alain,4,0,
C49,vamologocomisso,5,0,
C49,Argammon,6,0,
C49,Chulk,7,0,
C49,DarkChaser,8,0,
C49,Dottore,9,1,
C49,"Zak McKracken",10,0,
C49,"Krys TOFF",11,0,
C49,Usrin,12,0,
C49,DieselJoe,13,0,
C49,Paleke,14,0,
C49,AbuRaf70,15,0,
C49,von_SPEK,16,0,
C49,Dinmor,17,0,
C49,"Bonzai Joe",18,0,
C49,SergioBaro,19,0,
C49,"Shoegazing Leo",20,0,
C49,lise,21,0,
C50,Alain,1,0,
C50,DarkChaser,2,0,
C50,vamologocomisso,3,0,
C50,"Krys TOFF",4,0,
C50,Ayrton,5,0,
C50,Usrin,6,0,
C50,Chulk,7,0,
C50,Dottore,8,1,
C50,"Zak McKracken",9,0,
C50,AbuRaf70,10,0,
C50,Johnny-K,11,0,
C50,SergioBaro,12,0,
C50,Paleke,13,0,
C50,"Shoegazing Leo",14,0,
C50,Dinmor,15,0,
C50,satanziege,16,0,
C51,Gutix,1,0,
C51,Chulk,2,0,
C51,Ayrton,3,0,
C51,Alain,4,0,
C51,Argammon,5,0,
C51,CTG,6,0,
C51,DarkChaser,7,0,
C51,Usrin,8,0,
C51,"Zak McKracken",9,0,
C51,vamologocomisso,10,0,
C51,Dottore,11,1,
C51,"Krys TOFF",12,0,
C51,AbuRaf70,13,0,
C51,Mingva,14,0,
C51,Dragonfly,15,1,
C51,Freeza,16,1,
C51,SergioBaro,17,0,
C51,Paleke,18,0,
C51,Johnny-K,19,0,
C51,"Bonzai Joe",20,0,
C51,"Shoegazing Leo",21,0,
C51,StolenBike,22,0,
C51,"Chicken in the oven",23,1,
C51,satanziege,24,0,
C51,lise,25,0,
C51,Tirgen,26,0,DSQ
C52,Ayrton,1,0,
C52,Argammon,2,0,
C52,"Akoss Poo",3,0,
C52,Gutix,4,0,
C52,CTG,5,0,
C52,Chulk,6,0,
C52,Alain,7,0,
C52,"Krys TOFF",8,0,
C52,DarkChaser,9,0,
C52,"Zak McKracken",10,0,
C52,vamologocomisso,11,0,
C52,Dottore,12,1,
C52,Dragonfly,13,1,
C52,AbuRaf70,14,0,
C52,Usrin,15,0,
C52,Navras,16,1,
C52,Johnny-K,17,0,
C52,SergioBaro,18,0,
C52,StolenBike,19,0,
C52,DieselJoe,20,0,
C52,Paleke,21,0,
C52,"Shoegazing Leo",22,0,
C52,Tirgen,23,0,
C52,"Wrecking Punk",24,1,
C52,HappyWorm,25,0,
C52,attis,26,0,
C52,TurboJack,27,0,
C52,AlanChuytrix70,28,1,DSQ
C53,"Akoss Poo",1,0,
C53,Ayrton,2,0,
C53,Gutix,3,0,
C53,CTG,4,0,
C53,Dragonfly,5,1,
C53,Chulk,6,0,
C53,Alain,7,0,
C53,"Zak McKracken",8,0,
C53,AbuRaf70,9,0,
C53,Navras,10,1,
C53,"Krys TOFF",11,0,
C53,SergioBaro,12,0,
C53,DieselJoe,13,0,
C53,Johnny-K,14,0,
C53,Paleke,15,0,
C53,Dinmor,16,0,
C53,"Andrea Sacchi",17,1,
C53,satanziege,18,0,
C53,"Desert Ice",19,1,
C53,"Shoegazing Leo",20,0,
C53,Tirgen,21,0,
C53,"FTC Stormy Scamps",22,1,
C54,Ayrton,1,0,
C54,Chulk,2,0,
C54,CTG,3,0,
C54,"Akoss Poo",4,0,
C54,Gutix,5,0,
C54,Usrin,6,0,
C54,DarkChaser,7,0,
C54,vamologocomisso,8,0,
C54,"Alan Rotoi",9,0,
C54,Dottore,10,1,
C54,Alain,11,0,
